,Location,TotalFatalInjuries
1980,"bremond, tx",0.0
13882,"port allen, la",0.0
1978,"bremen, oh",0.0
1977,"bremen, nd",0.0
18890,"winnie, tx",0.0
1976,"bremen, in",0.0
18889,"winnfield, la",0.0
1975,"bremen, germany",0.0
1974,"bremen township, mn",0.0
13888,"port ashton, ak",0.0
13874,"poplar, mt",0.0
1984,"brentwood, nh",0.0
13872,"poplar branch, nc",0.0
131,"acme, mi",0.0
13860,"ponte vedra, fl",0.0
128,"achmad yani, indonesia",0.0
130,"ackerman, ms",0.0
18902,"winslow, nj",0.0
13863,"pontianak, indonesia",0.0
13864,"pontic, mi",0.0
13866,"pony, mt",0.0
18895,"winona, ks",0.0
18898,"winsboro, la",0.0
13867,"pooler, ga",0.0
13868,"poorman, ak",0.0
18897,"winona, ms",0.0
13870,"pope, ms",0.0
18896,"winona, mn",0.0
13824,"polk township, pa",0.0
18918,"winterhaven, ca",0.0
13823,"polk inlet, ak",0.0
120,"abuquerque, nm",0.0
18946,"wittensville, ky",0.0
13777,"plymouth, vt",0.0
18945,"witchita, ks",0.0
13778,"plymouth, wa",0.0
13779,"plymouth, wi",0.0
13780,"pocahontas, ar",0.0
18944,"witchita falls, tx",0.0
13782,"pocahontas, ms",0.0
2012,"bridgeport, wa",0.0
18941,"wiseman, ak",0.0
13784,"pocasset, ok",0.0
18939,"wise, nc",0.0
13786,"pococi, costa rica",0.0
13787,"pocomoke city, md",0.0
18937,"wisdom, mt",0.0
13775,"plymouth, nh",0.0
13774,"plymouth, nc",0.0
13773,"plymouth, mn",0.0
13765,"plush, or",0.0
13759,"plevna, ks",0.0
18951,"wiville, ar",0.0
13762,"plover, wi",0.0
18950,"witts springs, ar",0.0
13763,"plum city, wi",0.0
13764,"plummer, id",0.0
13767,"plymouth, ca",0.0
116,"abiquiu, nm",0.0
13768,"plymouth, ct",0.0
114,"abingdon, il",0.0
13770,"plymouth, in",0.0
18948,"wittman, az",0.0
2017,"bridgetown, bahamas",0.0
2016,"bridgeton, nj",0.0
13788,"pocomoke, md",0.0
18934,"wisconsin dells, wi",0.0
13821,"polarville, ms",0.0
13791,"poestenskill, ny",0.0
13807,"point magu, ca",0.0
13810,"point of woods, ny",0.0
13811,"point pleasant, wv",0.0
2005,"bridgeport, al",0.0
18923,"winterville, ms",0.0
13813,"point roberts, wa",0.0
18922,"wintersville, oh",0.0
13814,"pointe a pitre, france",0.0
13815,"pointe a pitre, guadeloupe",0.0
18921,"winterset, ia",0.0
13816,"pointe-a-pitre, guadeloupe",0.0
13817,"poipu, hi",0.0
13818,"pokhara, nepal",0.0
13819,"polacca, az",0.0
13820,"poland, ny",0.0
2008,"bridgeport, mi",0.0
13805,"point loma, ca",0.0
13804,"point lobos, ca",0.0
13798,"point a pitre, guadeloupe",0.0
13792,"pohang, korea, republic of",0.0
2010,"bridgeport, nj",0.0
121,"acampo, ca",0.0
13795,"pohnpei island, federated states of micronesia",0.0
18931,"wis. rapids, wi",0.0
13797,"point a pitre, france",0.0
13799,"point aufer, la",0.0
18927,"winton, ca",0.0
18930,"wirtz, va",0.0
13800,"point barrow, ak",0.0
18929,"wiota, ia",0.0
13801,"point hope, ak",0.0
122,"acaricuara, colombia",0.0
13803,"point lay, ak",0.0
18888,"winnett, mt",0.0
18887,"winnetka, il",0.0
13889,"port au prince, haiti",0.0
13987,"potrero, ca",0.0
1934,"branchville, nj",0.0
13973,"portsmouth isl., nc",0.0
13974,"portsmouth, nh",0.0
1933,"branchville, al",0.0
13976,"portsmouth, va",0.0
13977,"porum, ok",0.0
13978,"porvenir, panama",0.0
13979,"poseyville, in",0.0
18849,"windham, ny",0.0
1932,"branch, la",0.0
1931,"braithwaite, la",0.0
18848,"windham, nh",0.0
13983,"poston, az",0.0
144,"adak, ak",0.0
13985,"poterville, ca",0.0
18851,"windmill point, va",0.0
18852,"windom, mn",0.0
1935,"brandenburg, ky",0.0
18854,"windslow twp, nj",0.0
18857,"windsor, ca",0.0
13958,"porthill, id",0.0
18856,"windsor twnship, pa",0.0
13960,"portland, ar",0.0
13961,"portland, ct",0.0
141,"ada, mn",0.0
1939,"brandon, wi",0.0
13968,"porto alegre, brazil",0.0
1938,"brandon, ms",0.0
13964,"portland, nd",0.0
1937,"brandon, ia",0.0
13966,"portland, tn",0.0
18853,"window rock, az",0.0
1936,"brandon, fl",0.0
13986,"potomac, md",0.0
13988,"potsdam, ny",0.0
13956,"porterdale, ga",0.0
13989,"potter, ne",0.0
14009,"powells point, nc",0.0
14010,"powellsville, nc",0.0
14012,"powers lake, nd",0.0
18838,"winchester, ky",0.0
147,"adams, ne",0.0
18836,"winchester, il",0.0
14014,"powhatan, va",0.0
18835,"winchester, ca",0.0
18834,"winchester, ar",0.0
14017,"powys, wales, united kingdom, united kingdom",0.0
18833,"winchendon, ma",0.0
14018,"poyen, ar",0.0
14020,"poynor, tx",0.0
1922,"bradshaw, ne",0.0
14022,"prague, ok",0.0
14007,"powell, tx",0.0
14006,"powell, tn",0.0
14005,"powell river, canada",0.0
13996,"poultney, vt",0.0
13990,"potts camp, ms",0.0
13991,"pottsboro, tx",0.0
18845,"windermere, fl",0.0
13993,"pottsville, pa",0.0
145,"adalanto, ca",0.0
18843,"windemere, fl",0.0
13997,"pound, wi",0.0
14004,"powell river bc, canada",0.0
1927,"braggadocio, mo",0.0
13999,"powder  river, wy",0.0
18842,"wind river, ak",0.0
14000,"powder river, wy",0.0
1926,"bragg city, mo",0.0
14002,"powderly, tx",0.0
18858,"windsor, co",0.0
1943,"branford, fl",0.0
13890,"port austin, mi",0.0
13921,"port o'conner, tx",0.0
1972,"breese, il",0.0
13906,"port harcout, nigeria",0.0
18882,"winnebago, il",0.0
1970,"breckentidge, mn",0.0
13909,"port hope, mi",0.0
1968,"breckenridge, mo",0.0
1967,"breckenridge, mn",0.0
13913,"port jefferson, ny",0.0
18881,"winn, mi",0.0
136,"acton, tx",0.0
13916,"port manatee, fl",0.0
1965,"breckenridge, co",0.0
1964,"breaux bridge, la",0.0
13919,"port moller, ak",0.0
18879,"winkelman, az",0.0
13904,"port graham, ak",0.0
13903,"port gibson, ms",0.0
13902,"port gamble, wa",0.0
18884,"winnemucca, nv",0.0
13891,"port bainbridge, ak",0.0
18886,"winnesboro, la",0.0
13892,"port blakely, wa",0.0
13893,"port canaveral, fl",0.0
13894,"port chalmers, ak",0.0
18885,"winner, sd",0.0
13895,"port charlotte, fl",0.0
13901,"port fourchon, la",0.0
1973,"breezy point, mn",0.0
13897,"port columbus, oh",0.0
13898,"port eads, la",0.0
13899,"port edwards, wi",0.0
13900,"port elizabeth, nj",0.0
18883,"winneconne, wi",0.0
18878,"wink, tx",0.0
1963,"breakenridge, tx",0.0
140,"ada, mi",0.0
13923,"port of spain, trinidad and tobago",0.0
13940,"port walter, ak",0.0
13941,"port washington, ny",0.0
18864,"windsor, sc",0.0
1950,"brasilia, brazil",0.0
1949,"braselton, ga",0.0
13945,"portage, ak",0.0
18862,"windsor, nh",0.0
1947,"brant, ny",0.0
13949,"portal, az",0.0
18861,"windsor, nc",0.0
18860,"windsor, mo",0.0
13950,"portal, nd",0.0
13951,"portales, nm",0.0
1945,"branson west, mo",0.0
1944,"branscomb, ca",0.0
18865,"windsor, va",0.0
18866,"windy fork rive, ak",0.0
1955,"brazil, brazil",0.0
13929,"port royal, va",0.0
18877,"winifred, mt",0.0
137,"acuff, tx",0.0
138,"acworth, ga",0.0
18871,"winfield, ia",0.0
1959,brazos 542,0.0
18870,"winear, id",0.0
1957,brazoria 440l,0.0
139,"ada, ks",0.0
13931,"port saint joe, fl",0.0
1956,"brazil, in",0.0
13933,"port sanilac, mi",0.0
13934,"port sheldon tw, mi",0.0
18869,"windy ridge, ak",0.0
18868,"windy forks strip, ak",0.0
15062,"saint ignatius, mt",0.0
15271,"sanborn, ny",0.0
1533,"biarritz, france",0.0
971,"baggs, wy",0.0
546,"angle fire, nm",0.0
17629,"unalakleet, ak",0.0
973,"bagley, mn",0.0
16529,"stauning, denmark",0.0
16530,"staunton, il",0.0
17628,"unadilla, ga",0.0
17625,"umnac island, ak",0.0
550,"angola, la",0.0
16508,"star city, ar",0.0
16534,"stead, nv",0.0
17623,"umea, sweden",0.0
17621,"umatilla, fl",0.0
967,"badger, nfld, canada",0.0
17620,"ulysses, pa",0.0
17618,"ulysess, ks",0.0
17617,"ultsses, ks",0.0
545,"angier, nc",0.0
979,"bahia ballena, costa rica",0.0
16525,"staten island, ny",0.0
17632,"underwood, ia",0.0
16510,"star, nc",0.0
16511,"starbuck, mn",0.0
16512,"starbuck, wa",0.0
544,"angie, la",0.0
16514,"stark, ks",0.0
16516,"starks, me",0.0
17638,"union church, ms",0.0
17637,"union center, sd",0.0
16517,"starkville, ms",0.0
16518,"starkweather, nd",0.0
16519,"starr, sc",0.0
17636,"union bridge, md",0.0
16521,"start, la",0.0
17635,"ungalikthluk rv, ak",0.0
16524,"stateline, nv",0.0
17616,"ulster, ny",0.0
966,"badger, mn",0.0
17615,"ullin, il",0.0
17608,"ugolny airport, unknown",0.0
17607,"ugashik, ak",0.0
957,"backus, mn",0.0
956,"backoo, nd",0.0
16562,"steptoe, wa",0.0
16563,"sterling city, tx",0.0
955,"back gate, ar",0.0
954,"bacelona, spain",0.0
17606,"uganik river, ak",0.0
953,"babylon, ny",0.0
17605,"uganik pass, ak",0.0
16568,"sterling, il",0.0
17604,"uganik bay, ak",0.0
16570,"sterling, ma",0.0
17602,"udall, ks",0.0
16572,"sterling, va",0.0
16559,"stephen, mn",0.0
16558,"stella maris, bahamas",0.0
965,"baderville, mo",0.0
16557,"steins, nm",0.0
964,"baden, germany",0.0
551,"angola, ny",0.0
16545,"steamburg, ny",0.0
16546,"stebbins, ak",0.0
16547,"stebensville, pa",0.0
16548,"stedman, nc",0.0
16549,"steele, mo",0.0
16550,"steele, nd",0.0
16551,"steens, ms",0.0
17611,"ulen, mn",0.0
16552,"steep falls, me",0.0
16553,"steep, hampshire, uk, united kingdom",0.0
959,"baconton, ga",0.0
16555,"steinfeld, germany",0.0
554,"angora, ne",0.0
16509,"star, id",0.0
16507,"stapleton, ne",0.0
16174,"southampton, nj",0.0
16464,"st.simons, ga",0.0
16456,"st.charles, mo",0.0
539,"andulusia, al",0.0
17667,"university park, pa",0.0
17666,"unity, oh",0.0
16460,"st.louis, mo",0.0
16461,"st.maarten, netherlands antilles",0.0
16463,"st.simons is., ga",0.0
17665,"united kingdom, united kingdom",0.0
16506,"staples, tx",0.0
16465,"st.simonsisland, ga",0.0
540,"andytown, fl",0.0
992,"bainville, mt",0.0
16468,"staatsburg, ny",0.0
16469,"stacy, mn",0.0
16470,"stacyville, me",0.0
16471,"stadtlohn-wenningfeld, germany",0.0
16455,"st.augustine, fl",0.0
16454,"st. xavier, mt",0.0
995,"baja ca norte, mexico",0.0
16451,"st. thomas, vi",0.0
17677,"unknown, ut",0.0
17676,"unknown, un",0.0
537,"andros island, bahamas",0.0
16439,"st. paul, ne",0.0
1001,"baker lake, wa",0.0
16441,"st. paul, pa",0.0
16442,"st. petersbug, fl",0.0
538,"androstown, bahamas",0.0
16444,"st. simon, ga",0.0
16445,"st. simons is., ga",0.0
16446,"st. simons isl., ga",0.0
16447,"st. simons isla, ga",0.0
16448,"st. simons isld, ga",0.0
16450,"st. thomas, nd",0.0
17670,"unknown, argentina",0.0
16472,"stafford twp, nj",0.0
17662,"unionville, ia",0.0
17661,"uniontown, wa",0.0
17649,"union springs, al",0.0
16494,"stanley, nd",0.0
16496,"stanley, va",0.0
17647,"union mills, in",0.0
16497,"stanley, wi",0.0
16499,"stanton, ky",0.0
982,"bahia, brazil",0.0
16501,"stanton, tn",0.0
17646,"union island, st vincent and the grenadines",0.0
16503,"stanwood, mi",0.0
17645,"union hall, va",0.0
17644,"union grove, nc",0.0
17643,"union gap, wa",0.0
17642,"union city, tn",0.0
17641,"union city, sc",0.0
981,"bahia honda, fl",0.0
986,"bainbridge, ak",0.0
16492,"staniel cay, bahamas",0.0
16475,stake island,0.0
16491,"stanford, tx",0.0
17660,"uniontown, oh",0.0
17657,"union, sc",0.0
16479,"stalwart, mi",0.0
16480,"stamford, ct",0.0
17655,"union, in",0.0
16481,"stamford, tx",0.0
16483,"stanberry, mo",0.0
16484,"standard rock, mi",0.0
16485,"standfield, az",0.0
16486,"standish, me",0.0
17653,"union, ct",0.0
17652,"union vale, ny",0.0
16488,"stanford, ar",0.0
16489,"stanford, ca",0.0
16490,"stanford, ny",0.0
16573,"stetson, me",0.0
16574,"steuben, wi",0.0
556,"angwin, ca",0.0
922,"avoca, pa",0.0
16661,"strasburg, pa",0.0
925,"avon, ct",0.0
16663,"stratford, ca",0.0
17564,"twentynine plms, ca",0.0
17563,"twentynine palms, ca",0.0
924,"avon, co",0.0
577,"antalya, france",0.0
921,"avoca, ny",0.0
16576,"stevens pass, wa",0.0
16667,"stratford, ok",0.0
16668,"stratford, sd",0.0
17561,"twenty-nine pal, ca",0.0
16670,"stratford, wi",0.0
920,"avis, pa",0.0
17560,"twenty nine palms, ca",0.0
578,"antalya, turkey",0.0
926,"avon, il",0.0
927,"avon, me",0.0
16658,"strandquist, mn",0.0
16657,"straights of fl, fl",0.0
17570,"twin lake, ak",0.0
16644,"story, wy",0.0
16645,"stotesbury, mo",0.0
929,"avon, mt",0.0
17567,"twin brooks, sd",0.0
17566,"twin bridges, mt",0.0
16648,"stoutsville, oh",0.0
16649,"stovepipe wells, ca",0.0
928,"avon, ms",0.0
16652,"stow, oh",0.0
16653,"stowe, vt",0.0
16654,"strafford, mo",0.0
17565,"twentyninepalms, ca",0.0
16655,"strafford, nh",0.0
16656,"strahan, tasmania, australia",0.0
16673,"stratton, co",0.0
16674,"straubing, germany",0.0
17557,"tuxedo, nc",0.0
16688,"strongville, oh",0.0
16689,"stroud, ok",0.0
16690,"stroudsburg, pa",0.0
913,"avalon catalina, ca",0.0
16692,"stuart island, wa",0.0
912,"ava, ny",0.0
16694,"stuart, ok",0.0
583,"anthon, ia",0.0
16697,"stugartt, ar",0.0
584,"anthony, ks",0.0
17545,"turton, sd",0.0
16699,"sturdevant, wi",0.0
16700,"sturgeon bay, wi",0.0
17544,"turriaco, italy",0.0
16701,"sturgis muni., sd",0.0
17543,"turrell, ar",0.0
17548,"tuscarora, nv",0.0
16687,"strongsville, oh",0.0
16675,"straughn, in",0.0
17549,"tuscola, il",0.0
17556,"tutwiler, ms",0.0
16676,"strausburg, va",0.0
16677,"strawberry rese, ut",0.0
17555,"tuttle, ok",0.0
580,"antelope wells, nm",0.0
17553,"tustin, ca",0.0
16680,"streator, il",0.0
16681,"streetman, tx",0.0
17551,"tuskeegee, al",0.0
16682,"stringer, ms",0.0
17550,"tuscon, az",0.0
16683,"stringtown, ok",0.0
16684,"stromsburg, ne",0.0
915,"avalon, tx",0.0
16686,"strong, ar",0.0
16643,"stormville, ny",0.0
16642,"storm lake, mo",0.0
575,"ansonia, ct",0.0
16594,"stillwater, mn",0.0
16596,"stillwell, ks",0.0
16597,"stilwell, ks",0.0
564,"annappolis, md",0.0
16599,"stites, id",0.0
17592,"tynoek, ak",0.0
566,"annerdale, south africa",0.0
16601,"stockbridge, mi",0.0
16602,"stockbridge, wi",0.0
16603,"stockdale, tx",0.0
17589,"tyndall afb, fl",0.0
16604,"stockerau, austria",0.0
17588,"tylertown, ms",0.0
16606,"stockholm, sweden",0.0
567,"annette bay, ak",0.0
16607,"stockholm, sweden, sweden",0.0
941,"aydin, turkey",0.0
16593,"stilesville, in",0.0
16609,"stockport, oh",0.0
942,"ayr, nd",0.0
559,"anita bay, ak",0.0
16578,"stevens village, ak",0.0
17599,"ualapue, hi",0.0
16581,"stevensville, de",0.0
17597,"tyrone, pa",0.0
16583,"stevensville, mi",0.0
17596,"tyrone creek, ak",0.0
16584,"stevensville, mt",0.0
563,"annapolis, md",0.0
16585,"steward, il",0.0
16586,"stewart island, wa",0.0
17594,"tyre, ny",0.0
16588,"stewartsville, nj",0.0
16589,"stewartville, mn",0.0
16591,"stiefler corner, pa",0.0
16608,"stockholm-skavsta airport, sweden",0.0
17586,"tyler, mn",0.0
17572,"twin mountain, nh",0.0
16625,"stonesboro, sc",0.0
17578,"two harbors, mn",0.0
16627,"stoneville, sd",0.0
16628,"stonewall, ar",0.0
570,"annville, pa",0.0
16630,"stonewall, tx",0.0
17576,"twisp, wa",0.0
16632,"stoneyford, ca",0.0
16633,"stonington, co",0.0
17575,"twining, mi",0.0
16634,"stonington, ct",0.0
16635,"stonington, il",0.0
16636,"stonington, me",0.0
16638,"stony river, ak",0.0
932,"avondale, co",0.0
931,"avondale, az",0.0
16626,"stoneville, nc",0.0
934,"avra valley, az",0.0
16610,"stockstaff am main, germany",0.0
935,"awendaw, sc",0.0
16611,"stockton, al",0.0
17585,"tyler, al",0.0
17584,"tygh valley, or",0.0
17583,"tyge valley, or",0.0
16613,"stockton, ia",0.0
568,"anneville, ky",0.0
17581,"two rivers, ak",0.0
16614,"stockton, ks",0.0
16615,"stockton, mo",0.0
937,"axtell, ne",0.0
17580,"two moon bay, ak",0.0
16618,"stockville, ne",0.0
16620,"stoil, ca",0.0
17579,"two lakes, ak",0.0
16621,"stokesdale, nc",0.0
16436,"st. paul island, ak",0.0
16435,"st. olaf, ia",0.0
536,"andros is, bahamas",0.0
16259,"sprimg greem, wi",0.0
486,"amstedam, netherlands",0.0
17777,"van hornsville, ny",0.0
16255,"sprague, ne",0.0
16256,"sprague, wa",0.0
487,"amsterdam schiphol iap, netherlands",0.0
489,"amsterdam, netherlands, netherlands",0.0
16258,"spray, or",0.0
16260,"spring arbor, mi",0.0
16299,"springlake, tx",0.0
17774,"van buren, oh",0.0
17773,"van buren, mo",0.0
16262,"spring brook, wi",0.0
1063,"bangor, mi",0.0
17772,"van buren, me",0.0
17771,"van buren, ar",0.0
16265,"spring creek, nc",0.0
17779,"van wert, oh",0.0
16254,"spout springs, nc",0.0
16253,"spotted bear, mt",0.0
16252,"spotsylvania, va",0.0
16242,"spindle, in",0.0
17787,"vandalia, il",0.0
482,"amory, ms",0.0
483,"amos lakes, ak",0.0
16243,"spirit lake, ia",0.0
16244,"spirit lake, id",0.0
17784,"vancouver, bc, canada",0.0
16245,"spirit lake, wa",0.0
13226,"parker, pa",0.0
17783,"vancourt, tx",0.0
16247,"spiritwood, nd",0.0
16248,"spiro, ok",0.0
17782,"vanceboro, nc",0.0
484,"amos, canada",0.0
16251,"spooner, wi",0.0
16266,"spring green, wi",0.0
16267,"spring grove, il",0.0
1062,"bangor, me",0.0
17755,"valley park, ms",0.0
17753,"valley mills, tx",0.0
16285,"springfield, ga",0.0
1058,"bangkok, thailand, thailand",0.0
16288,"springfield, mi",0.0
16289,"springfield, mn",0.0
1056,"bangalore, india",0.0
1055,"baneberry, tn",0.0
17752,"valley home, ca",0.0
1052,"bandera, wa",0.0
16294,"springfield, or",0.0
17751,"valley falls, ks",0.0
499,"anahim lake, canada",0.0
502,"anaktuvuk, ak",0.0
503,"anamoose, nd",0.0
16298,"springhill, la",0.0
16284,"springfield, co",0.0
1059,"banglore, india",0.0
17769,"valreas, france",0.0
16282,"springer, nm",0.0
16269,"spring hill, ks",0.0
16270,"spring hope, nc",0.0
16271,"spring house, pa",0.0
490,"amsterdam, the netherlands, netherlands",0.0
16273,"spring valley, ca",0.0
16274,"spring valley, ny",0.0
17764,"valmy, nv",0.0
17763,"valmeyer, il",0.0
1061,"bangor, ma",0.0
17762,"valley, wa",0.0
16278,"springbrook, wi",0.0
16280,"springdale, oh",0.0
17758,"valley springs, ca",0.0
16281,"springdale, wa",0.0
17756,"valley point, wv",0.0
1072,"banquete, tx",0.0
17788,"vandalia, mo",0.0
16240,"spiden island, wa",0.0
1092,"bardwell, ky",0.0
16196,"spafford, ny",0.0
16197,"spanaway, wa",0.0
16198,"spangle, wa",0.0
16200,"spanish cay, bahamas",0.0
1090,"bard, ca",0.0
476,"amistad, nm",0.0
17815,"veghel, netherlands",0.0
16203,"spanish springs, nv",0.0
16204,"spanishburg, wv",0.0
17814,"vega, tx",0.0
16205,"spanoway, wa",0.0
17811,"veedersburg, in",0.0
17810,"veblen, sd",0.0
16207,"sparrevohn afs, ak",0.0
1087,"barceloneta, pr",0.0
16195,"spa belgium, belgium",0.0
16193,"southwick, ma",0.0
16210,"sparta, ga",0.0
16192,"southwest ranch, fl",0.0
17828,"venus, fl",0.0
16177,"southbend, wa",0.0
16178,"southborough, ma",0.0
472,"amherst, oh",0.0
473,"amherst, tx",0.0
16182,"southern thaila, thailand",0.0
16183,"southern timbalier 52ca, gm",0.0
16184,"southern tip of greenland, denmark",0.0
17821,"venetie, ak",0.0
16186,"southgate, mi",0.0
475,"ami, japan",0.0
16187,"southhampton, nj",0.0
16188,"southlake, tx",0.0
17819,"vencie, la",0.0
16191,"southside, wv",0.0
16209,"sparrovahn, ak",0.0
1086,"barcelona, venezuela",0.0
1075,"bar harbor, me",0.0
16225,"speculator, ny",0.0
1079,"barbados, barbados",0.0
16227,"spencer lake, me",0.0
480,"amityville, ny",0.0
1078,"baranquilla, colombia",0.0
16229,"spencer, in",0.0
17795,"vanolia, oh",0.0
16231,"spencer, ok",0.0
481,"amman, jordan",0.0
17793,"vanndale, ar",0.0
1077,"baraga, mi",0.0
17791,"vandenberg, fl",0.0
17790,"vandemere, nc",0.0
16235,"spencer, wv",0.0
16236,"spencerport, ny",0.0
16237,"spencerville, in",0.0
17797,"varberg, sweden",0.0
16223,"spearman, tx",0.0
1085,"barcelona, spain, spain",0.0
1080,"barbers point, hi",0.0
16213,"sparta, mo",0.0
16214,"sparta, nc",0.0
17807,"vaughn, wa",0.0
1083,"barcelona, fn",0.0
16216,"sparta, ny",0.0
477,"amisville, va",0.0
17805,"vaughn, ms",0.0
17803,"vassar, mi",0.0
479,"amite, la",0.0
16218,"sparta, wi",0.0
1082,"barbour island, ga",0.0
17801,"vashon island, wa",0.0
17800,"varnville, sc",0.0
17799,"varna, il",0.0
16221,"speaks, tx",0.0
17745,"vallecito, ca",0.0
16300,"springport, mi",0.0
16433,"st. michael, ak",0.0
16391,"st. george, mn",0.0
16383,"st. elmo, al",0.0
16384,"st. elmo, il",0.0
1028,"ballico, ca",0.0
1027,"ballard, wa",0.0
17702,"urumqi, china",0.0
16388,"st. francis, mn",0.0
16389,"st. genevieve, mo",0.0
527,"andover, sd",0.0
17744,"valle, az",0.0
16392,"st. george, sc",0.0
1025,"ballard, ca",0.0
16394,"st. helen, mi",0.0
529,"andreas, pa",0.0
17697,"urmia, iran",0.0
17694,"uriah, al",0.0
16399,"st. jacob, il",0.0
16382,"st. david, az",0.0
16381,"st. croix, vi",0.0
525,"andover, mn",0.0
17704,"usafa, co",0.0
1033,"ballwin, mo",0.0
17710,"utica, ny",0.0
17709,"utica, ne",0.0
16368,"st. charles, il",0.0
16369,"st. charles, mi",0.0
17708,"utica, mt",0.0
1032,"ballston, or",0.0
524,"andover, ma",0.0
16372,"st. clair rgnl., mo",0.0
1030,"ballinger, tx",0.0
16374,"st. clair, mi",0.0
17706,"ute, ia",0.0
16376,"st. clair, pa",0.0
16377,"st. clairsville, oh",0.0
17705,"usk, wa",0.0
17693,"urbandale, ia",0.0
17692,"urbana, oh",0.0
16401,"st. james, mi",0.0
17683,"upper marlboro, md",0.0
17680,"upper colleen, ak",0.0
1015,"baldwin, fl",0.0
16420,"st. maarten, netherlands antilles",0.0
16421,"st. marks, fl",0.0
16422,"st. martin, netherlands antilles",0.0
1014,"baldwin city, ks",0.0
16424,"st. mary's, ak",0.0
16425,"st. mary's, ga",0.0
16426,"st. mary's, oh",0.0
1013,"bald knob, ar",0.0
16428,"st. mary, jamaica",0.0
16429,"st. mary, mt",0.0
1012,"bald eagle, pa",0.0
1006,"baker, mt",0.0
1005,"baker, mo",0.0
17681,"upper edgebold, united kingdom",0.0
16416,"st. kitts, st kitts and nevis",0.0
16402,"st. james, mo",0.0
16415,"st. joseph, tn",0.0
16403,"st. joesph, il",0.0
16404,"st. john's, canada",0.0
1020,"baldwinsville, ny",0.0
531,"andrews murphy, nc",0.0
16406,"st. john, wa",0.0
16407,"st. johns, antigua and barbuda",0.0
1019,"baldwin, wi",0.0
1018,"baldwin, mi",0.0
533,"andrews, or",0.0
16410,"st. johns, mi",0.0
17687,"upton, wy",0.0
16412,"st. joseph, la",0.0
17686,"upperville, va",0.0
17685,"upper yantarni, ak",0.0
17684,"upper sandusky, oh",0.0
16366,"st. bonifacius, mn",0.0
17711,"utica, oh",0.0
17712,"utopia, ak",0.0
1046,"banbury, united kingdom",0.0
16316,"squirrel river, ak",0.0
17734,"valencia, ecuador",0.0
17733,"valencia, carabobo, venezuela",0.0
512,"andahuayias, peru",0.0
1042,"baltimore, oh",0.0
514,"anderson, ak",0.0
16320,"st bonifacius, mn",0.0
17730,"vale, or",0.0
16322,"st clair shores, mi",0.0
16323,"st clair spring, al",0.0
16324,"st clair, al",0.0
16325,"st cloud, mn",0.0
16326,st croix,0.0
515,"anderson, al",0.0
16328,"st eustatius, netherlands antilles",0.0
511,"ancorage, ak",0.0
16314,"squaw lake, ak",0.0
16330,"st francis, me",0.0
17737,"valencian, spain",0.0
1050,"banda ache, indonesia",0.0
509,"anchorge, ak",0.0
17742,"valera, venezuela",0.0
1049,"bancroft, wi",0.0
16303,"springvale, me",0.0
16304,"springview, ne",0.0
